,datetime,total,time,month,day,year,weekday,season,is_weekend,this_hour_last_year
25,02.01.2005 01:00:00,145727,1,1,2,2005,6,2,1,154644.29430464984
26,02.01.2005 02:00:00,127815,2,1,2,2005,6,2,1,135636.22716825857
27,02.01.2005 03:00:00,120269,3,1,2,2005,6,2,1,127628.47400774002
28,02.01.2005 04:00:00,117395,4,1,2,2005,6,2,1,124578.6088363472
29,02.01.2005 05:00:00,116876,5,1,2,2005,6,2,1,124027.85030330862
30,02.01.2005 06:00:00,124876,6,1,2,2005,6,2,1,132517.3845312636
31,02.01.2005 07:00:00,135028,7,1,2,2005,6,2,1,143290.6034665385
32,02.01.2005 08:00:00,152747,8,1,2,2005,6,2,1,162093.86058968035
33,02.01.2005 09:00:00,191487,9,1,2,2005,6,2,1,203204.43008855244
34,02.01.2005 10:00:00,228578,10,1,2,2005,6,2,1,242565.09434468733
35,02.01.2005 11:00:00,247588,11,1,2,2005,6,2,1,262738.3500538654
36,02.01.2005 12:00:00,245732,12,1,2,2005,6,2,1,260768.77811297984
37,02.01.2005 13:00:00,236009,13,1,2,2005,6,2,1,250450.810450679
38,02.01.2005 14:00:00,224999,14,1,2,2005,6,2,1,238767.08896945594
39,02.01.2005 15:00:00,209800,15,1,2,2005,6,2,1,222638.03512811995
40,02.01.2005 16:00:00,208994,16,1,2,2005,6,2,1,221782.71455465347
41,02.01.2005 17:00:00,206673,17,1,2,2005,6,2,1,219319.68843676802
42,02.01.2005 18:00:00,205666,18,1,2,2005,6,2,1,218251.0683158242
43,02.01.2005 19:00:00,205674,19,1,2,2005,6,2,1,218259.55785005214
44,02.01.2005 20:00:00,204178,20,1,2,2005,6,2,1,216672.01494942457
45,02.01.2005 21:00:00,208003,21,1,2,2005,6,2,1,220731.07350216556
46,02.01.2005 22:00:00,208652,22,1,2,2005,6,2,1,221419.7869664084
47,02.01.2005 23:00:00,191085,23,1,2,2005,6,2,1,202777.83099359772
48,03.01.2005 00:00:00,178704,0,1,3,2005,0,2,0,189639.21558405884
49,03.01.2005 01:00:00,147063,1,1,3,2005,0,2,0,156062.04652071832
50,03.01.2005 02:00:00,125195,2,1,3,2005,0,2,0,132855.9047086033
51,03.01.2005 03:00:00,116742,3,1,3,2005,0,2,0,123885.65060499037
52,03.01.2005 04:00:00,112830,4,1,3,2005,0,2,0,119734.26836752037
53,03.01.2005 05:00:00,115937,5,1,3,2005,0,2,0,123031.39122330239
54,03.01.2005 06:00:00,127810,6,1,3,2005,0,2,0,135630.92120936612
55,03.01.2005 07:00:00,139732,7,1,3,2005,0,2,0,148282.44959257604
56,03.01.2005 08:00:00,163136,8,1,3,2005,0,2,0,173118.5819764584
57,03.01.2005 09:00:00,200893,9,1,3,2005,0,2,0,213185.99995707054
58,03.01.2005 10:00:00,234580,10,1,3,2005,0,2,0,248934.36739921055
59,03.01.2005 11:00:00,247980,11,1,3,2005,0,2,0,263154.33723103517
60,03.01.2005 12:00:00,245142,12,1,3,2005,0,2,0,260142.67496366816
61,03.01.2005 13:00:00,239955,13,1,3,2005,0,2,0,254638.27320861781
62,03.01.2005 14:00:00,227611,14,1,3,2005,0,2,0,241538.92189488327
63,03.01.2005 15:00:00,218839,15,1,3,2005,0,2,0,232230.1476139306
64,03.01.2005 16:00:00,215663,16,1,3,2005,0,2,0,228859.80252543246
65,03.01.2005 17:00:00,215958,17,1,3,2005,0,2,0,229172.8541000883
66,03.01.2005 18:00:00,207991,18,1,3,2005,0,2,0,220718.33920082363
67,03.01.2005 19:00:00,212779,19,1,3,2005,0,2,0,225799.32543625467
68,03.01.2005 20:00:00,221865,20,1,3,2005,0,2,0,235441.3139356546
69,03.01.2005 21:00:00,216224,21,1,3,2005,0,2,0,229455.1311131678
70,03.01.2005 22:00:00,228061,22,1,3,2005,0,2,0,242016.45819520572
71,03.01.2005 23:00:00,204027,23,1,3,2005,0,2,0,216511.7749908719
72,04.01.2005 00:00:00,177276,0,1,4,2005,1,2,0,188123.8337243689
73,04.01.2005 01:00:00,147018,1,1,4,2005,1,2,0,156014.29289068608
74,04.01.2005 02:00:00,127202,2,1,4,2005,1,2,0,134985.71660804152
75,04.01.2005 03:00:00,118487,3,1,4,2005,1,2,0,125737.43025846305
76,04.01.2005 04:00:00,116533,4,1,4,2005,1,2,0,123663.86152328504
77,04.01.2005 05:00:00,121059,5,1,4,2005,1,2,0,128466.81551275057
78,04.01.2005 06:00:00,131882,6,1,4,2005,1,2,0,139952.0941313952
79,04.01.2005 07:00:00,148762,7,1,4,2005,1,2,0,157865.01135238027
80,04.01.2005 08:00:00,167633,8,1,4,2005,1,2,0,177890.7614043476
81,04.01.2005 09:00:00,206783,9,1,4,2005,1,2,0,219436.41953240242
82,04.01.2005 10:00:00,238063,10,1,4,2005,1,2,0,252630.49836370646
83,04.01.2005 11:00:00,252415,11,1,4,2005,1,2,0,267860.7227686577
84,04.01.2005 12:00:00,247419,12,1,4,2005,1,2,0,262559.00864329987
85,04.01.2005 13:00:00,237304,13,1,4,2005,1,2,0,251825.05380382924
86,04.01.2005 14:00:00,230940,14,1,4,2005,1,2,0,245071.62932549103
87,04.01.2005 15:00:00,221025,15,1,4,2005,1,2,0,234549.9128417193
88,04.01.2005 16:00:00,220678,16,1,4,2005,1,2,0,234181.67929458176
89,04.01.2005 17:00:00,218179,17,1,4,2005,1,2,0,231529.76104012431
90,04.01.2005 18:00:00,218460,18,1,4,2005,1,2,0,231827.95592988122
91,04.01.2005 19:00:00,218859,19,1,4,2005,1,2,0,232251.3714495005
92,04.01.2005 20:00:00,230671,20,1,4,2005,1,2,0,244786.16873707605
93,04.01.2005 21:00:00,228877,21,1,4,2005,1,2,0,242882.39068645713
94,04.01.2005 22:00:00,222350,22,1,4,2005,1,2,0,235955.99194822434
95,04.01.2005 23:00:00,208885,23,1,4,2005,1,2,0,221667.0446507976
96,05.01.2005 00:00:00,181284,0,1,5,2005,2,2,0,192377.09037257434
97,05.01.2005 01:00:00,146594,1,1,5,2005,2,2,0,155564.34757660446
98,05.01.2005 02:00:00,129392,2,1,5,2005,2,2,0,137309.7266029442
99,05.01.2005 03:00:00,118012,3,1,5,2005,2,2,0,125233.36416367823
100,05.01.2005 04:00:00,116025,4,1,5,2005,2,2,0,123124.7760998099
101,05.01.2005 05:00:00,119592,5,1,5,2005,2,2,0,126910.04717369933
102,05.01.2005 06:00:00,134051,6,1,5,2005,2,2,0,142253.81909894952
103,05.01.2005 07:00:00,149895,7,1,5,2005,2,2,0,159067.34163741439
104,05.01.2005 08:00:00,171575,8,1,5,2005,2,2,0,182073.97939517244
105,05.01.2005 09:00:00,206144,9,1,5,2005,2,2,0,218758.3179859445
106,05.01.2005 10:00:00,239637,10,1,5,2005,2,2,0,254300.81422305663
107,05.01.2005 11:00:00,250748,11,1,5,2005,2,2,0,266091.7160739076
108,05.01.2005 12:00:00,247072,12,1,5,2005,2,2,0,262190.7750961623
109,05.01.2005 13:00:00,241547,13,1,5,2005,2,2,0,256327.69051998088
110,05.01.2005 14:00:00,233347,14,1,5,2005,2,2,0,247625.917936327
111,05.01.2005 15:00:00,226833,15,1,5,2005,2,2,0,240713.31469121465
112,05.01.2005 16:00:00,223435,16,1,5,2005,2,2,0,237107.38502789073
113,05.01.2005 17:00:00,220908,17,1,5,2005,2,2,0,234425.75340363546
114,05.01.2005 18:00:00,215209,18,1,5,2005,2,2,0,228378.02145799602
115,05.01.2005 19:00:00,220540,19,1,5,2005,2,2,0,234035.23482914953
116,05.01.2005 20:00:00,227553,20,1,5,2005,2,2,0,241477.3727717306
117,05.01.2005 21:00:00,229437,21,1,5,2005,2,2,0,243476.65808241398
118,05.01.2005 22:00:00,226999,22,1,5,2005,2,2,0,240889.4725264447
119,05.01.2005 23:00:00,209002,23,1,5,2005,2,2,0,221791.20408888144
120,06.01.2005 00:00:00,182444,0,1,6,2005,3,2,0,193608.0728356278
121,06.01.2005 01:00:00,146645,1,1,6,2005,3,2,0,155618.46835730766
122,06.01.2005 02:00:00,126777,2,1,6,2005,3,2,0,134534.71010218142
123,06.01.2005 03:00:00,117431,3,1,6,2005,3,2,0,124616.81174037298
124,06.01.2005 04:00:00,114517,4,1,6,2005,3,2,0,121524.49889784037
125,06.01.2005 05:00:00,119091,5,1,6,2005,3,2,0,126378.39009267365
126,06.01.2005 06:00:00,133502,6,1,6,2005,3,2,0,141671.2248125561
127,06.01.2005 07:00:00,149119,7,1,6,2005,3,2,0,158243.85681730276
128,06.01.2005 08:00:00,169004,8,1,6,2005,3,2,0,179345.65533266342
129,06.01.2005 09:00:00,206834,9,1,6,2005,3,2,0,219490.54031310562
130,06.01.2005 10:00:00,238829,10,1,6,2005,3,2,0,253443.37126603315
131,06.01.2005 11:00:00,252449,11,1,6,2005,3,2,0,267896.80328912655
132,06.01.2005 12:00:00,245827,12,1,6,2005,3,2,0,260869.5913319368
133,06.01.2005 13:00:00,240421,13,1,6,2005,3,2,0,255132.78857739622
134,06.01.2005 14:00:00,236947,14,1,6,2005,3,2,0,251446.20833890676
135,06.01.2005 15:00:00,229101,15,1,6,2005,3,2,0,243120.09764483987
136,06.01.2005 16:00:00,227755,16,1,6,2005,3,2,0,241691.73351098644
137,06.01.2005 17:00:00,226143,17,1,6,2005,3,2,0,239981.0923640535
138,06.01.2005 18:00:00,224946,18,1,6,2005,3,2,0,238710.84580519574
139,06.01.2005 19:00:00,230339,19,1,6,2005,3,2,0,244433.8530666159
140,06.01.2005 20:00:00,233117,20,1,6,2005,3,2,0,247381.8438272733
141,06.01.2005 21:00:00,228498,21,1,6,2005,3,2,0,242480.19900240778
142,06.01.2005 22:00:00,226870,22,1,6,2005,3,2,0,240752.57878701892
143,06.01.2005 23:00:00,208332,23,1,6,2005,3,2,0,221080.2055972902
144,07.01.2005 00:00:00,182896,0,1,7,2005,4,2,0,194087.73151950727
145,07.01.2005 01:00:00,148677,1,1,7,2005,4,2,0,157774.81005120825
146,07.01.2005 02:00:00,127603,2,1,7,2005,4,2,0,135411.25451121776
147,07.01.2005 03:00:00,117810,3,1,7,2005,4,2,0,125019.00342442235
148,07.01.2005 04:00:00,112756,4,1,7,2005,4,2,0,119655.74017591178
149,07.01.2005 05:00:00,115988,5,1,7,2005,4,2,0,123085.5120040056
150,07.01.2005 06:00:00,124545,6,1,7,2005,4,2,0,132166.13005258198
151,07.01.2005 07:00:00,135122,7,1,7,2005,4,2,0,143390.35549371698
152,07.01.2005 08:00:00,156978,8,1,7,2005,4,2,0,166583.76300449006
153,07.01.2005 09:00:00,193327,9,1,7,2005,4,2,0,205157.0229609821
154,07.01.2005 10:00:00,226399,10,1,7,2005,4,2,0,240252.75745934807
155,07.01.2005 11:00:00,240832,11,1,7,2005,4,2,0,255568.9383983574
156,07.01.2005 12:00:00,239510,12,1,7,2005,4,2,0,254166.04286718782
157,07.01.2005 13:00:00,231540,13,1,7,2005,4,2,0,245708.34439258766
158,07.01.2005 14:00:00,220886,14,1,7,2005,4,2,0,234402.4071845086
159,07.01.2005 15:00:00,210419,15,1,7,2005,4,2,0,223294.91283900797
160,07.01.2005 16:00:00,205302,16,1,7,2005,4,2,0,217864.79450845224
161,07.01.2005 17:00:00,203949,17,1,7,2005,4,2,0,216429.00203214935
162,07.01.2005 18:00:00,200223,18,1,7,2005,4,2,0,212475.00146547932
163,07.01.2005 19:00:00,205904,19,1,7,2005,4,2,0,218503.63195910584
164,07.01.2005 20:00:00,211663,20,1,7,2005,4,2,0,224615.03541145497
165,07.01.2005 21:00:00,210623,21,1,7,2005,4,2,0,223511.39596182082
166,07.01.2005 22:00:00,214898,22,1,7,2005,4,2,0,228047.99081488428
167,07.01.2005 23:00:00,195187,23,1,7,2005,4,2,0,207130.83966898164
168,08.01.2005 00:00:00,180532,0,1,8,2005,5,2,1,191579.07415514658
169,08.01.2005 01:00:00,148445,1,1,8,2005,5,2,1,157528.61355859754
170,08.01.2005 02:00:00,127190,2,1,8,2005,5,2,1,134972.9823066996
171,08.01.2005 03:00:00,117312,3,1,8,2005,5,2,1,124490.52991873215
172,08.01.2005 04:00:00,114071,4,1,8,2005,5,2,1,121051.20736463189
173,08.01.2005 05:00:00,116910,5,1,8,2005,5,2,1,124063.93082377742
174,08.01.2005 06:00:00,128019,6,1,8,2005,5,2,1,135852.71029107145
175,08.01.2005 07:00:00,140169,7,1,8,2005,5,2,1,148746.1903997781
176,08.01.2005 08:00:00,162252,8,1,8,2005,5,2,1,172180.48844426937
177,08.01.2005 09:00:00,199043,9,1,8,2005,5,2,1,211222.79516685594
178,08.01.2005 10:00:00,235235,10,1,8,2005,5,2,1,249629.44801412438
179,08.01.2005 11:00:00,247486,11,1,8,2005,5,2,1,262630.108492459
180,08.01.2005 12:00:00,247015,12,1,8,2005,5,2,1,262130.2871647881
181,08.01.2005 13:00:00,245174,13,1,8,2005,5,2,1,260176.63310058
182,08.01.2005 14:00:00,235204,14,1,8,2005,5,2,1,249596.55106899104
183,08.01.2005 15:00:00,228276,15,1,8,2005,5,2,1,242244.614427582
184,08.01.2005 16:00:00,222672,16,1,8,2005,5,2,1,236297.69570089955
185,08.01.2005 17:00:00,222201,17,1,8,2005,5,2,1,235797.8743732287
186,08.01.2005 18:00:00,222509,18,1,8,2005,5,2,1,236124.72144100495
187,08.01.2005 19:00:00,224939,19,1,8,2005,5,2,1,238703.4174627463
188,08.01.2005 20:00:00,224641,20,1,8,2005,5,2,1,238387.18231275497
189,08.01.2005 21:00:00,232127,21,1,8,2005,5,2,1,246331.26396656386
190,08.01.2005 22:00:00,229388,22,1,8,2005,5,2,1,243424.65968526778
191,08.01.2005 23:00:00,210970,23,1,8,2005,5,2,1,223879.62950895837
192,09.01.2005 00:00:00,184486,0,1,9,2005,6,2,1,195775.0264473133
193,09.01.2005 01:00:00,149524,1,1,9,2005,6,2,1,158673.63948759297
194,09.01.2005 02:00:00,130273,2,1,9,2005,6,2,1,138244.63655979774
195,09.01.2005 03:00:00,117399,3,1,9,2005,6,2,1,124582.85360346116
196,09.01.2005 04:00:00,115616,4,1,9,2005,6,2,1,122690.74866240569
197,09.01.2005 05:00:00,117131,5,1,9,2005,6,2,1,124298.45420682468
198,09.01.2005 06:00:00,127659,6,1,9,2005,6,2,1,135470.68125081345
199,09.01.2005 07:00:00,137732,7,1,9,2005,6,2,1,146160.0660355873
200,09.01.2005 08:00:00,159678,8,1,9,2005,6,2,1,169448.98080642486
201,09.01.2005 09:00:00,197595,9,1,9,2005,6,2,1,209686.1894715961
202,09.01.2005 10:00:00,238089,10,1,9,2005,6,2,1,252658.08934994732
203,09.01.2005 11:00:00,253763,11,1,9,2005,6,2,1,269291.20928606816
204,09.01.2005 12:00:00,257739,12,1,9,2005,6,2,1,273510.5077973618
205,09.01.2005 13:00:00,250524,13,1,9,2005,6,2,1,265854.0091155249
206,09.01.2005 14:00:00,240924,14,1,9,2005,6,2,1,255666.56804197887
207,09.01.2005 15:00:00,232722,15,1,9,2005,6,2,1,246962.673074768
208,09.01.2005 16:00:00,229693,16,1,9,2005,6,2,1,243748.32317770855
209,09.01.2005 17:00:00,234247,17,1,9,2005,6,2,1,248580.99053697192
210,09.01.2005 18:00:00,232790,18,1,9,2005,6,2,1,247034.83411570563
211,09.01.2005 19:00:00,241269,19,1,9,2005,6,2,1,256032.67920555943
212,09.01.2005 20:00:00,240996,20,1,9,2005,6,2,1,255742.97385003048
213,09.01.2005 21:00:00,247783,21,1,9,2005,6,2,1,262945.2824506718
214,09.01.2005 22:00:00,238954,22,1,9,2005,6,2,1,253576.02023834497
215,09.01.2005 23:00:00,213575,23,1,9,2005,6,2,1,226644.03409193622
216,10.01.2005 00:00:00,193372,0,1,10,2005,0,2,0,205204.77659101435
217,10.01.2005 01:00:00,148945,1,1,10,2005,0,2,0,158059.20944784474
218,10.01.2005 02:00:00,125254,2,1,10,2005,0,2,0,132918.51502353448
219,10.01.2005 03:00:00,117945,3,1,10,2005,0,2,0,125162.2643145191
220,10.01.2005 04:00:00,113046,4,1,10,2005,0,2,0,119963.48579167515
221,10.01.2005 05:00:00,118036,5,1,10,2005,0,2,0,125258.83276636209
222,10.01.2005 06:00:00,138030,6,1,10,2005,0,2,0,146476.30118557863
223,10.01.2005 07:00:00,162626,7,1,10,2005,0,2,0,172577.37416942627
224,10.01.2005 08:00:00,180689,8,1,10,2005,0,2,0,191745.68126437019
225,10.01.2005 09:00:00,214527,9,1,10,2005,0,2,0,227654.28866506286
226,10.01.2005 10:00:00,242839,10,1,10,2005,0,2,0,257698.7502977956
227,10.01.2005 11:00:00,256175,11,1,10,2005,0,2,0,271850.8038557966
228,10.01.2005 12:00:00,254838,12,1,10,2005,0,2,0,270431.9904479496
229,10.01.2005 13:00:00,254049,13,1,10,2005,0,2,0,269594.7101347176
230,10.01.2005 14:00:00,245371,14,1,10,2005,0,2,0,260385.68788094335
231,10.01.2005 15:00:00,236619,15,1,10,2005,0,2,0,251098.13743556058
232,10.01.2005 16:00:00,239951,16,1,10,2005,0,2,0,254634.02844150385
233,10.01.2005 17:00:00,242211,17,1,10,2005,0,2,0,257032.32186090114
234,10.01.2005 18:00:00,244662,18,1,10,2005,0,2,0,259633.30290999086
235,10.01.2005 19:00:00,263151,19,1,10,2005,0,2,0,279253.67770257336
236,10.01.2005 20:00:00,274583,20,1,10,2005,0,2,0,291385.2221143211
237,10.01.2005 21:00:00,274887,21,1,10,2005,0,2,0,291707.82441498333
238,10.01.2005 22:00:00,256632,22,1,10,2005,0,2,0,272335.7684985685
239,10.01.2005 23:00:00,235622,23,1,10,2005,0,2,0,250040.1292324017
240,11.01.2005 00:00:00,183501,0,1,11,2005,1,2,0,194729.75254549636
241,11.01.2005 01:00:00,143973,1,1,11,2005,1,2,0,152782.96392517068
242,11.01.2005 02:00:00,122661,2,1,11,2005,1,2,0,130166.84474189857
243,11.01.2005 03:00:00,113488,3,1,11,2005,1,2,0,120432.53255776966
244,11.01.2005 04:00:00,113897,4,1,11,2005,1,2,0,120866.55999517387
245,11.01.2005 05:00:00,129141,5,1,11,2005,1,2,0,137043.3674665421
246,11.01.2005 06:00:00,184687,6,1,11,2005,1,2,0,195988.3259947907
247,11.01.2005 07:00:00,243203,7,1,11,2005,1,2,0,258085.02410516757
248,11.01.2005 08:00:00,221382,8,1,11,2005,1,2,0,234928.7583066418
249,11.01.2005 09:00:00,225839,9,1,11,2005,1,2,0,239658.49006339122
250,11.01.2005 10:00:00,225378,10,1,11,2005,1,2,0,239169.28065350532
251,11.01.2005 11:00:00,223201,11,1,11,2005,1,2,0,236859.06615172306
252,11.01.2005 12:00:00,219626,12,1,11,2005,1,2,0,233065.30554360567
253,11.01.2005 13:00:00,219611,13,1,11,2005,1,2,0,233049.38766692826
254,11.01.2005 14:00:00,217464,14,1,11,2005,1,2,0,230771.00891850083
255,11.01.2005 15:00:00,210173,15,1,11,2005,1,2,0,223033.85966149834
256,11.01.2005 16:00:00,210865,16,1,11,2005,1,2,0,223768.20437221645
257,11.01.2005 17:00:00,215175,17,1,11,2005,1,2,0,228341.94093752722
258,11.01.2005 18:00:00,221163,18,1,11,2005,1,2,0,234696.35730715154
259,11.01.2005 19:00:00,230006,19,1,11,2005,1,2,0,244080.47620437728
260,11.01.2005 20:00:00,259098,20,1,11,2005,1,2,0,274952.66742433567
261,11.01.2005 21:00:00,263359,21,1,11,2005,1,2,0,279474.4055925002
262,11.01.2005 22:00:00,257418,22,1,11,2005,1,2,0,273169.8652364651
263,11.01.2005 23:00:00,226146,23,1,11,2005,1,2,0,239984.275939389
264,12.01.2005 00:00:00,181508,0,1,12,2005,2,2,0,192614.79733095708
265,12.01.2005 01:00:00,139900,1,1,12,2005,2,2,0,148460.7298113631
266,12.01.2005 02:00:00,121563,2,1,12,2005,2,2,0,129001.65616911175
267,12.01.2005 03:00:00,114724,3,1,12,2005,2,2,0,121744.16559598871
268,12.01.2005 04:00:00,114818,4,1,12,2005,2,2,0,121843.91762316719
269,12.01.2005 05:00:00,131188,5,1,12,2005,2,2,0,139215.6270371201
270,12.01.2005 06:00:00,178966,6,1,12,2005,2,2,0,189917.24783002437
271,12.01.2005 07:00:00,235415,7,1,12,2005,2,2,0,249820.46253425337
272,12.01.2005 08:00:00,225595,8,1,12,2005,2,2,0,239399.55926943859
273,12.01.2005 09:00:00,223664,9,1,12,2005,2,2,0,237350.39794516595
274,12.01.2005 10:00:00,224833,10,1,12,2005,2,2,0,238590.9311342259
275,12.01.2005 11:00:00,222224,11,1,12,2005,2,2,0,235822.28178413407
276,12.01.2005 12:00:00,220546,12,1,12,2005,2,2,0,234041.6019798205
277,12.01.2005 13:00:00,220647,13,1,12,2005,2,2,0,234148.78234944842
278,12.01.2005 14:00:00,218439,14,1,12,2005,2,2,0,231805.67090253285
279,12.01.2005 15:00:00,213119,15,1,12,2005,2,2,0,226160.13064094278
280,12.01.2005 16:00:00,213118,16,1,12,2005,2,2,0,226159.06944916426
281,12.01.2005 17:00:00,216473,17,1,12,2005,2,2,0,229719.3678660129
282,12.01.2005 18:00:00,223498,18,1,12,2005,2,2,0,237174.2401099359
283,12.01.2005 19:00:00,228226,19,1,12,2005,2,2,0,242191.5548386573
284,12.01.2005 20:00:00,260290,20,1,12,2005,2,2,0,276217.60802430095
285,12.01.2005 21:00:00,264243,21,1,12,2005,2,2,0,280412.4991246892
286,12.01.2005 22:00:00,254416,22,1,12,2005,2,2,0,269984.16751742497
287,12.01.2005 23:00:00,226642,23,1,12,2005,2,2,0,240510.62706152222
288,13.01.2005 00:00:00,181755,0,1,13,2005,3,2,0,192876.9117002452
289,13.01.2005 01:00:00,141757,1,1,13,2005,3,2,0,150431.36294402715
290,13.01.2005 02:00:00,123968,2,1,13,2005,3,2,0,131553.82239639072
291,13.01.2005 03:00:00,117510,3,1,13,2005,3,2,0,124700.64589087405
292,13.01.2005 04:00:00,115814,4,1,13,2005,3,2,0,122900.86463454759
293,13.01.2005 05:00:00,132495,5,1,13,2005,3,2,0,140602.60469161224
294,13.01.2005 06:00:00,180063,6,1,13,2005,3,2,0,191081.3752110327
295,13.01.2005 07:00:00,235062,7,1,13,2005,3,2,0,249445.86183644485
296,13.01.2005 08:00:00,228431,8,1,13,2005,3,2,0,242409.09915324865
297,13.01.2005 09:00:00,225686,9,1,13,2005,3,2,0,239496.12772128158
298,13.01.2005 10:00:00,223847,10,1,13,2005,3,2,0,237544.59604063042
299,13.01.2005 11:00:00,224844,11,1,13,2005,3,2,0,238602.60424378933
300,13.01.2005 12:00:00,220885,12,1,13,2005,3,2,0,234401.3459927301
301,13.01.2005 13:00:00,220855,13,1,13,2005,3,2,0,234369.51023937526
302,13.01.2005 14:00:00,217473,14,1,13,2005,3,2,0,230780.55964450727
303,13.01.2005 15:00:00,213668,15,1,13,2005,3,2,0,226742.72492733618
304,13.01.2005 16:00:00,212751,16,1,13,2005,3,2,0,225769.61206645684
305,13.01.2005 17:00:00,217645,17,1,13,2005,3,2,0,230963.08463040832
306,13.01.2005 18:00:00,226870,18,1,13,2005,3,2,0,240752.57878701892
307,13.01.2005 19:00:00,231559,19,1,13,2005,3,2,0,245728.50703637904
308,13.01.2005 20:00:00,253657,20,1,13,2005,3,2,0,269178.72295754775
309,13.01.2005 21:00:00,254795,21,1,13,2005,3,2,0,270386.35920147435
310,13.01.2005 22:00:00,250381,22,1,13,2005,3,2,0,265702.2586912002
311,13.01.2005 23:00:00,224536,23,1,13,2005,3,2,0,238275.75717601305
312,14.01.2005 00:00:00,184693,0,1,14,2005,4,2,0,195994.69314546167
313,14.01.2005 01:00:00,145938,1,1,14,2005,4,2,0,154868.20576991214
314,14.01.2005 02:00:00,125162,2,1,14,2005,4,2,0,132820.885379913
315,14.01.2005 03:00:00,118848,3,1,14,2005,4,2,0,126120.52049049952
316,14.01.2005 04:00:00,117041,4,1,14,2005,4,2,0,124202.94694676019
317,14.01.2005 05:00:00,129990,5,1,14,2005,4,2,0,137944.31928648383
318,14.01.2005 06:00:00,176679,6,1,14,2005,4,2,0,187490.30223260773
319,14.01.2005 07:00:00,231228,7,1,14,2005,4,2,0,245377.25255769741
320,14.01.2005 08:00:00,226258,8,1,14,2005,4,2,0,240103.12941858036
321,14.01.2005 09:00:00,226481,9,1,14,2005,4,2,0,240339.7751851846
322,14.01.2005 10:00:00,226185,10,1,14,2005,4,2,0,240025.6624187503
323,14.01.2005 11:00:00,225301,11,1,14,2005,4,2,0,239087.56888656126
324,14.01.2005 12:00:00,222636,12,1,14,2005,4,2,0,236259.49279687373
325,14.01.2005 13:00:00,221224,13,1,14,2005,4,2,0,234761.09000563968
326,14.01.2005 14:00:00,217830,14,1,14,2005,4,2,0,231159.40510942976
327,14.01.2005 15:00:00,214393,15,1,14,2005,4,2,0,227512.0889667446
328,14.01.2005 16:00:00,212847,16,1,14,2005,4,2,0,225871.48647719232
329,14.01.2005 17:00:00,216961,17,1,14,2005,4,2,0,230237.22945391817
330,14.01.2005 18:00:00,222878,18,1,14,2005,4,2,0,236516.30120726937
331,14.01.2005 19:00:00,225976,19,1,14,2005,4,2,0,239803.87333704496
332,14.01.2005 20:00:00,241964,20,1,14,2005,4,2,0,256770.20749161302
333,14.01.2005 21:00:00,240598,21,1,14,2005,4,2,0,255320.61952218972
334,14.01.2005 22:00:00,238772,22,1,14,2005,4,2,0,253382.88333465898
335,14.01.2005 23:00:00,217970,23,1,14,2005,4,2,0,231307.971958419
336,15.01.2005 00:00:00,184564,0,1,15,2005,5,2,1,195857.7994060359
337,15.01.2005 01:00:00,148140,1,1,15,2005,5,2,1,157204.95006615677
338,15.01.2005 02:00:00,126420,2,1,15,2005,5,2,1,134155.86463725893
339,15.01.2005 03:00:00,118329,3,1,15,2005,5,2,1,125569.76195746094
